,text,label
511,"Carlisle vanishes. The men look at where he vanished and one of the men says with dread, ""I think we just missed the Rapture."" Carlisle rematerializes in 1890 and excitedly tells Anderson he will revise his book. He gives the thieving boy his own set of marbles and explains that it is Jesus Christ who demands honesty. Anderson tries to learn when the world will come to an end, by trying to send a Bible to the future. The machine won't operate with a target date of 2100, so he tries with progressively earlier decades 2090, 2080 and 2070, which fail.",0
157,"She attempts to save her partner but, as she says while being questioned by the police, ""When it came down to it, I guess my life was more important to me than his"". Tramell is interrogated by Scotland Yard Detective Supt. Roy Washburn, who notes that D-Tubocurarine, a neuromuscular blocking agent used to relax muscles during general anaesthesia, was found in her car and in her companion's body, and the companion wasn't breathing at the time of the crash, and that a man named ""Dicky Pep"" said that he sold Tramell ""15 milliliters of DTC last Thursday"". Tramell counters by saying that this Dicky Pep must be lying because ""you've got him on some other charge and he's trying to deal his way out, if he even exists"". Tramell begins therapy sessions with Dr. Michael Glass, who has conducted a court-ordered psychiatric exam and given testimony in her case. Glass strongly suspects that Tramell is a narcissist incapable of telling the difference between right and wrong.",0
373," Two weasels are sitting on a bar stool. One starts to insult the other one. He screams, ""I slept with your mother!"" The bar gets quiet as everyone listens to see what the other weasel will do. The first again yells, ""I SLEPT WITH YOUR MOTHER!"" The other says, ""Go home dad you're drunk."" ",1
784,"He says he saw his father and he's just like him. His mother says he isn't like his father at all because he has a kind heart. Sutter reassesses his life and finally completes the personal statement for his college application, even though he knows it's way too late. He confesses that his biggest problem is himself. Afraid of failure and getting hurt he has tried to shut out everything and everybody. While living in the now is OK, there's always another now and he will make sure his nows add up to something.",0
867,"When he sees Lily wearing her mother's pin, he mistakes her for her mother for a second, and proceeds to grab her, draging her out of the house, all the while telling her she can't leave him. In a moment of panic, Lily calls him 'Daddy', causing him to come to his senses. She tells him she's staying there, and after August shows up to calm the scene, and assure him they'll take care of her, he reluctantly gives August permission to take care of Lily, for as long as she wanted to stay there. As T-Ray drives off, he admits that the day Deborah left, she wasn't only coming back for her stuff, but coming back for Lily. He says he lied because she wasn't coming back for him. Lily's voice-over states that she thought, as T-Ray drove off, saying ""Good riddance"", he was really saying ""Lily, you'll be better off here with all of these mothers.""",0
950," A whole family was caught in a small boat during a sudden storm off the shores of Florida but towed to safety in Fort Lauderdale by the ever alert U.S. Coast Guard.  ""I always knew God would take care of us"" said the composed five year old daughter of the boat owner after the family got home.  ""I like to hear you say that"" beamed the mother. ""Always remember that God is in His heaven watching over us.""  ""Oh I wasn't talking about THAT God"" the five year old interrupted. ""I was talking about the COAST God."" ",1
682," A beautiful, sexy, good looking lady was sitting next to a guy in a plane... The lady said to him, ""Can you help me remove something from my breast please?""

The exciting young man replied, ""Wow! It will be my pleasure... So what is it?""

""Your eyes, idiot!"" ",1
706,"Terry then realizes that Julia doesn't seem to remember the sheer terror she felt as a child and explains the origin of her night terrors which started when she was 5 years old, after witnessing her sister drown in a lake where her family would spend their summers. In one instance, she woke up screaming and her parents comforted her and put her back to sleep. Her mother checked on her a few hours later and she was gone. After searching throughout the entire house her father found her in the dog house, and as he reached in to grab her she stabbed him in the eye with a kitchen knife as she was convinced he wasn't her father and that he was some kind of demon. Julia is at first skeptical but slowly starts to believe in her friends stories after meeting a little girl named Sarah (Jodelle Micah Ferland), one of Dr. Booth's (Jay Brazeau) patients who also suffers from night terrors which started after her mother's untimely death. Sarah claims ""They"" are going to get her and eat her in her horrible nightmares and the only thing that keeps them away is lights.",0
808," A doctor made it his regular habit to stop off at a bar for a hazelnut daiquiri on his way home. The bartender knew the doctor's habit and would always have a drink waiting. But one day the bartender ran out of hazelnut extract, so he substituted hickory nuts. When the doctor arrived, he took a sip and exclaimed, ""This isn't a hazelnut daiquiri!"" ""No, I'm sorry,"" the bartender replied. ""It's a hickory daiquiri, doc."" ",1
459," Once, I was walking along our road and saw a man who appeared to be very old and well-lived sitting in a rocking chair.  Surely, I thought, this man had all the answers.  So I asked, ""How did you live to such a healthy old age?""

He said, ""I do lots of drugs, eat lots of sugars and fats, I smoke, and I never exercise.""

""Wow,"" I said, ""how old are you again??""

""I'm 22."" ",1
522," Two Saudis emigrated to America with their families.  On the plane ride over they made a bet about who could become more ""Americanized"" in their first year.

As agreed, they met exactly one year later.  The first guy pulled up in his Hummer and said to the second guy ""I win.  There's no way you can beat me:  I just dropped my son off at Little League, I'm on my way to pick my daughter up from cheerleading practice, and I stopped at McDonalds on my way here.""

And the second guy said ""Fuck you, towelhead!"" ",1
763,"In one instance, she woke up screaming and her parents comforted her and put her back to sleep. Her mother checked on her a few hours later and she was gone. After searching throughout the entire house her father found her in the dog house, and as he reached in to grab her she stabbed him in the eye with a kitchen knife as she was convinced he wasn't her father and that he was some kind of demon. Julia is at first skeptical but slowly starts to believe in her friends stories after meeting a little girl named Sarah (Jodelle Micah Ferland), one of Dr. Booth's (Jay Brazeau) patients who also suffers from night terrors which started after her mother's untimely death. Sarah claims ""They"" are going to get her and eat her in her horrible nightmares and the only thing that keeps them away is lights. She then starts picking at a strange mark on her arm; a similar mark that also appeared on Billy's hand, Sam's shoulder, and Terry's ankle.",0
176,"They have almost given up hope, when in comes the lovely next-door neighbor Alisa again, whose relationship with Andy has been growing steadily. She improves its look, and when called back by an executive from one of the companies they had pitched to, to whom they had said that their design teams were working on a cosmetic model that would be ready in a couple of days when she commented, ""You haven't given much thought to the look of it."" After meeting with her, they agree to give her 51% of their company in exchange for getting their product manufactured and for getting Andy's Porsche bought back, which he had had to sell in order to raise money to build a new emagi after leaving LaHonda. Unfortunately, she then sells the patent rights to the emagi to Francis Benoit, who plans to sell the emagi at $999 a piece and reap a huge profit. The team interrupts the meeting in which Benoit is going to introduce the emagi to the world and introduces an even newer computer he and his team developed and manufactured at LaHonda, which was in a state of disaster when they arrived. It was a small silver tube that projected a hologram and lasers which would detect where the hands were, eliminating the need even for virtual reality gloves.",0
191,"The Devil then appears on the computer screen, pointing out that he only has one wish left. This is because on their first meeting he asked for a Big Mac and Coke, although she had stated that it was a test wish and granted it before Elliot signed the contract. Elliot loses his patience and storms out of his office. Elliot visits a church looking for God's help, where he briefly confesses to a priest who seems sympathetic. However, after being asked whether he thinks asking the Devil for a Big Mac and Coke counts as a wish, the priest, believing he is drunk, has Elliot arrested. The sergeant books him, and the Devil, dressed as a police officer, throws him in a cell, telling him that she does like him, and it would not hurt to have her as a friend.",0
685," My girl told me she was trying to lose weight, so I said, ""Do whatever makes you happy inside. Just keep in mind that your weight's just a number. There's no number in the world to measure how beautiful you are . . . unless you include negative numbers."" ",1
604,"She wrote it. Act II
We flashback to years earlier, with Robert sitting in the backyard. Catherine tells him she thinks he's getting better and he agrees. She blurts out that she's decided to go to college in a couple months, funded by Claire, but promises she'll be only a short drive away if he were to need her again. Robert protests and demands to know why she waited so long to tell him. When she points out that he hadn't been well until recently and was, at one point, trying to decode extraterrestrial messages in library books, he becomes upset.",0
682,"Peter is also depressed as his relationship with Vicky is now apparently based only on sex. Catcher realizes he can do something and writes a new exposé, ""How Falling In Love With Barbara Novak Made Me A New Man"". He learns there is an opening at Now and goes for an interview with her. There, he tells her how much she changed him, and it is obvious she wants him but turns him down anyway; he says he wished there could be a middle ground for them ""somewhere between a blonde and a brunette"", referring to her real persona, where she was a brunette. As he is leaving her office, he realizes she is not coming after him, but she surprises him on the elevator, showing him a bright red hair style: she has found the middle ground and she wants to be with him. They fly to Las Vegas to get married, influencing Vicky and Peter, who also decide to get married.",0
1013," A couple of hunters from Prague are out hunting and an emormous bear runs up and in a single gulp devours one of the hunters. Miraculously the swallowed hunter remained alive trapped in the belly of the grizzly. The other hunter runs back to town and organizes a rescue party which heads back to the woods armed with torches guns spears etc. Soon they spot two bears on the horizon and everybody starts shooting at the bear that's closest to them. ""No not that one"" shouts the surviving hunter ""That's the female."" ""The Czech is in the male."" ",1
730,"When he returns home, he finds his wife is gone, the locks have been changed, and his belongings have been strewn all over his front lawn. His wife has left him a letter telling him that she is leaving him, also over the Denver incident, and to not contact her. Nick spends the night on the lawn. In the morning, he leaves to buy beer and food, returning to find his company car being taken back. In addition, his credit cards no longer work, he has been blocked from the joint checking account he has with his wife, and his phone service is terminated. When the police ask him to vacate the premises, Nick gets them to contact his AA sponsor, Detective Frank Garcia (Michael Peña), who provides him with a permit for a yard sale, allowing him three more days before he must move on.",0
70,"In one instance, she woke up screaming and her parents comforted her and put her back to sleep. Her mother checked on her a few hours later and she was gone. After searching throughout the entire house her father found her in the dog house, and as he reached in to grab her she stabbed him in the eye with a kitchen knife as she was convinced he wasn't her father and that he was some kind of demon. Julia is at first skeptical but slowly starts to believe in her friends stories after meeting a little girl named Sarah (Jodelle Micah Ferland), one of Dr. Booth's (Jay Brazeau) patients who also suffers from night terrors which started after her mother's untimely death. Sarah claims ""They"" are going to get her and eat her in her horrible nightmares and the only thing that keeps them away is lights. She then starts picking at a strange mark on her arm; a similar mark that also appeared on Billy's hand, Sam's shoulder, and Terry's ankle.",0
755,"Meanwhile, Sangha remains in the jungle with his mother, but both are soon trapped by McRory as game for a vain Khmer prince to hunt. The mother is shot in the left ear and thought to be dead before she jumps up and runs off with a hole in her left ear after being startled by the flash of a camera. Sangha is then discovered by young Raoul and becomes the child's pet. However, Raoul's mother's dog, Bittsi, a schipperke, is a constant antagonist to the young tiger. Kumal remains in a cage of the circus next to the cage of an old former tiger star named Caesar. In order to bring back the skin of the tigress for the prince, McRory makes a deal with Zerbino and Saladin to kill Caesar and skin him, thus, to pass off as the dead skinned tigress itself.",0
419,"Returning to his dorm, Zuckerberg writes an insulting entry about Albright on his LiveJournal blog and then creates a campus website called Facemash by hacking into college databases to steal photos of female students, then allowing site visitors to rate their attractiveness. After traffic to the site crashes parts of Harvard's computer network, Zuckerberg is given six months of academic probation. However, Facemash's popularity attracts the attention of Harvard upperclassmen and twins Cameron and Tyler Winklevoss and their business partner Divya Narendra. The trio invites Zuckerberg to work on Harvard Connection, a social network featuring the exclusive nature of Harvard students and aimed at dating. After agreeing to work on the Winklevoss twins' concept, Zuckerberg approaches his friend Eduardo Saverin with an idea for what he calls Thefacebook, an online social networking website that would be exclusive to Ivy League students. Saverin provides $1,000 in seed funding, allowing Mark to build the website, which quickly becomes popular.",0
494," Thank you for using Wocka.com. This page states the terms and conditions under which you may use the web site. It is important that you read this page carefully because by opening our web site you agree to be bound, without limitation or qualification, by these terms. If you do not accept any of the terms stated here then do not use the web site. This web site may, in it's sole discretion, modify or revise these terms at any time by updating this web page. You are bound by any such modification or revision and should therefore visit this page periodically to review the terms. ",1
464," An Englishman, an American and a Frenchman were discussing a good example of savoir-faire.

""Ok,"" said the Englishman, ""if you came home and found your wife in bed with another man and you didn't kill him, that to me, is savoir-faire.""

""Not quite, fellas,"" said the American. ""If you came home and found your wife in bed with another man and you said, 'Please carry on', that's savoir-faire.""
 
""Mais non,"" said the Frenchman. ""If you came home and found your wife in bed with another man and you said, 'Please carry on', and he could, that's savoir-faire."" ",1
774,"O2 knows she is the one who marked him for the carjacking, and he forces her to help him retrieve Junior. The two steal a car (a 1996 Impala SS sedan) and Coco's boyfriend savagely beats her. Upon hitting a woman O2 pistol whips him with his gun before the two retreat to Lucky's home. Lucky, Otis' unreliable cousin who works for Big Meat, the leader of the Outlaw Syndicate, offers to help. After a few hours, Lucky comes back with some bad news: Meat has Junior and demands that O2 deliver $100,000 by midnight the next night, or Junior will die. Meat was once O2's partner and thinks O2 still has the $100,000 they made off their last job together.",0
74," One morning a man came into the church on crutches. 
He stopped in front of the holy water, put some on both legs, and then threw away his crutches.

An alter boy witnessed the scene and then ran into the rectory to tell the priest what he'd just seen.

""Son, you've just witnessed a miracle,"" the priest said. 
""Tell me where is this man now?""

""Flat on his butt over by the holy water,"" said the boy. ",1
28," The stockbroker's secretary answered his phone one morning. ""I'm sorry,""
she said, ""Mr. Bradford's on another line.""

""This is Mr. Ingram's office,"" the caller said. ""We'd like to know if
he's bullish or bearish right now.""

""He's talking to his wife,"" the secretary replied. ""Right now I'd say
he's sheepish."" ",1
129,"Among them are: Barry Badrinath who is good at drinking games like Beer Pong and has since become a male prostitute, Steve ""Fink"" Finklestein who has a PhD in Chemistry, and Phil ""Landfill"" Krundle who has been known to drink copious amounts of beer. During the team's year of drinking training, Jan and Todd find out their grandfather did not steal the family beer recipe, but was actually the rightful heir to the family brewery in Bavaria. The team uses the rediscovered recipe to brew Schnitzengiggle Beer, which is so good it literally makes them cry. After the German team receive a bottle of Schnitzengiggle in the mail, the Wolfhausen clan goes to America to take the recipe back. Their agent Cherry (Mo'nique) steals the receipe off Fink's computer, and drowns Landfill in a beer vat when he catches her. Thinking he committed suicide, the team decides to disband, but change their mind when Landfill's twin brother Gil joins.",0
569,"In one instance, she woke up screaming and her parents comforted her and put her back to sleep. Her mother checked on her a few hours later and she was gone. After searching throughout the entire house her father found her in the dog house, and as he reached in to grab her she stabbed him in the eye with a kitchen knife as she was convinced he wasn't her father and that he was some kind of demon. Julia is at first skeptical but slowly starts to believe in her friends stories after meeting a little girl named Sarah (Jodelle Micah Ferland), one of Dr. Booth's (Jay Brazeau) patients who also suffers from night terrors which started after her mother's untimely death. Sarah claims ""They"" are going to get her and eat her in her horrible nightmares and the only thing that keeps them away is lights. She then starts picking at a strange mark on her arm; a similar mark that also appeared on Billy's hand, Sam's shoulder, and Terry's ankle.",0
999,"The tapes shows Spence stealing the money while saying to himself ""Who ate all the Bologna?"". He is then thrown overboard. Later, back at the KOK house, Adam is named president. Afterward, he asks his brother Jimmy what happened the night they were ""together"", and tries to get reassurance that ""nothing"" happened, which Jimmy replies ""Right"". Dave meets with Leah and starts their relationship over, truthfully this time. Sometime later, a life raft with all the Tri Pi's is still floating in the ocean somewhere, with every one of them severely sun burned.",0
499,"He says that he doesn't believe Ford but Henderson does. We next see that it is morning and the four leave the cave and find a huge truck and hop in the back of it. The trucker doesn't know that the four are in the back. As the truck is driving it gets stopped by the cops. The four in the back hear the cops and take what is inside the back of the truck....a fast car. Just before the agents open the back of the truck, Ford and Shane bust out of the truck in the car and the two friends on their bikes.",0
1062,"His friend's father, on whose couch Mike had been sleeping, asks Burt Cotton, the coach of Wingate Christian School, to help enroll his son and Mike. Impressed by Mike's size and athleticism, Cotton gets him admitted despite his poor academic record. Later, Michael is befriended by a younger student named Sean Jr. (""SJ""). SJ's mother, Leigh Anne Tuohy, is a strong-minded interior designer and the wife of wealthy businessman Sean Tuohy. The school staff tell Michael that his father has died, apparently due to an accident. Later, Leigh Anne and Sean watch their daughter Collins playing volleyball.",0
87," George W. Bush is sitting in a hotel lobby, planning his speech to a group of businessmen, when a little man walks up to him.  ""Excuse me, Mr. Bush, but my name is Steve Case, and I'm here with an extremely important client tonight.  We're going to see your speech tonight, and it would be a great help to me if, when we walk by, you could impress him by saying, 'Hello, Steve'.""Bush readily agrees, and fifteen minutes later, the little man walks by, deep in conversation with his client.Bush came up and said, ""Hello, Steve.""The little man says, ""F**k off, Bush! I'm in a meeting,"" and keeps walking. ",1
1015," According to the Knight-Ridder News Service the inscription on the metal bands used by the U.S.  Department of the Interior to tag migratory birds has been changed. The  bands used to bear the address of the Washington Biological Survey  abbreviated ""Wash. Biol. Surv."" until the agency received the following letter from an Arkansas camper: ""Dear Sirs: While camping last week I shot one of your birds. I think it was a crow. I followed the cooking instructions on the leg tag and I want to tell you it was  horrible."" ",1
856,"They are sentenced to 5000 hours of community service. Then they are told they have 24 hours to pay $12,000 to cover the loss or they will be shot dead. Simultaneously, Durell's son will have to move to Atlanta unless Durell gives his ex some money to pay her lease on her business premises. Durrell does not care about Blakha, but nevertheless the pair work together to raise the money they need. First they try to get a loan from a guy named Mordecai at a massage parlor. LeeJohn goes to get a massage hoping to get close to the pretty Chinese attendant.",0
142,"When they decline, she gets annoyed. When Grant says he has a best man, she shows them what she booked for the entertainment, after which she uses her butt to knock over her desk then rips off her clothes to reveal a gold liquid spandex tight suit. She shows off her dance moves, then twerks and bounce and backs up to the couple with her massive rear for them to scream while she bounces and crushing and suffocate them for them to scream more for the screen to cut to the next scene. The alternate scene is she has backup dancers and she bounces and shows off her dance moves until she shakes her massive booty right to them for them to scream and knocks them over with her right and left buttcheek to end it. Afterwards, Grant introduces Julia to his ex-fiancée, Andy, who turns out to be rather attractive and is not afraid to take her clothes off and converse with people while nude. Andy initially seems to harbor no resentment towards Julia for marrying Grant, going so far as to help Julia shop for her wedding dress.",0
4,"The two steal a car (a 1996 Impala SS sedan) and Coco's boyfriend savagely beats her. Upon hitting a woman O2 pistol whips him with his gun before the two retreat to Lucky's home. Lucky, Otis' unreliable cousin who works for Big Meat, the leader of the Outlaw Syndicate, offers to help. After a few hours, Lucky comes back with some bad news: Meat has Junior and demands that O2 deliver $100,000 by midnight the next night, or Junior will die. Meat was once O2's partner and thinks O2 still has the $100,000 they made off their last job together. O2 comes up with a plan: he and Coco will rob P Money's and Meat's own operations, staging it to look like one is stealing from the other, and triggering a gang war that will hopefully eliminate both and help O2 and Coco rescue Junior.",0
247,"To her confusion, he is distant and cold, and cannot even fill Jenna on much of her missing past, because she became head of the ""Six Chicks"", and never spoke to Matt again. She even became Prom Queen—and Lucy, her only friend, is actually the original ""Tom-Tom"" after plastic surgery. While delighting in her freedom and great clothes, Jenna stumbles through a grown-up world, learning enough of life to advise other 13-year-olds whom she actually prefers to hang with. But her slowly emerging past reveals she was nothing like the sweet, shy girl she had been the day before: this grown-up Jenna stole ideas, refuses to speak to her parents, and has office sex with the husband of a co-worker. After Jenna overhears her supposed best friend Lucy badmouthing her, in a plan to save the magazine behind her back, she decides to fix the sins of the past she cannot remember. She returns to her hometown in New Jersey and weeps in the same basement closet.",0
125,"In one instance, she woke up screaming and her parents comforted her and put her back to sleep. Her mother checked on her a few hours later and she was gone. After searching throughout the entire house her father found her in the dog house, and as he reached in to grab her she stabbed him in the eye with a kitchen knife as she was convinced he wasn't her father and that he was some kind of demon. Julia is at first skeptical but slowly starts to believe in her friends stories after meeting a little girl named Sarah (Jodelle Micah Ferland), one of Dr. Booth's (Jay Brazeau) patients who also suffers from night terrors which started after her mother's untimely death. Sarah claims ""They"" are going to get her and eat her in her horrible nightmares and the only thing that keeps them away is lights. She then starts picking at a strange mark on her arm; a similar mark that also appeared on Billy's hand, Sam's shoulder, and Terry's ankle.",0
170,"The day before the climb Vaughn throws a promotional party with all the people at base camp. The gala is interrupted by reclusive Montgomery Wick (Glenn), reportedly the world's best climber and K2 foremost expert, who asks if it will be Vaughn or the experienced McLaren who will be making the decisions during the climb, as the team cannot have two leaders. Vaughn states that McLaren is the leader and later explains that Wick is against him because his wife, a Sherpa guide, was one of the people who did not survive his previous expedition. During that climb, they were hit by a storm and got lost in the mountain. Wick's wife died of pulmonary edema on their way down because she forgot her supply of dexamethasone, the only medicine capable of preventing it. Wick has never believed that story and has spent years trying to find his wife's body.",0
30,"A nerd named Adam Simms (Austin Rogers) was sure that Joe was going to smash Billy with his ring (""The Death Ring""), which is rumored that whoever Joe punches it with dies in the eighth grade. The next day after school, Joe, Plug, and Benjy catch up with Billy as he heads home. Joe proposes a bet: Billy must eat ten worms in one day (the coming Saturday) without throwing up, and the loser has to come to school with worms in his pants and walk down the hall past everybody. Billy knows that he cannot back out of the bet, so he accepts. The next day, Billy is teamed up with Adam Simms. After eating the first worm, ""Le Big Porker,"" the gang gets caught by a park security guard for using a grill in the park without adult supervision but outruns him.",0
155," A man enters a bar with his pet giraffe. They both sit down and he orders them some drinks. After a while the man and the giraffe both had a quite a lot to drink. The man feels its time to go home and notices his giraffe passed out on the floor and decides to leave him there. The man starts out the door and the bartender yells at the man, ""Hey you can't leave that lyin' on the floor."" The man was plastered and laughed and said, ""You idiot, that's not a lion that's a giraffe."" ",1
848," If you had bought $1000.00 of Nortel stock one year ago, it would now be worth $49.00. With Enron, you would have $16.50 left of the original $1,000.00. With Worldcom, you would have less than $5.00 left. If you had bought $1,000.00 worth of Budweiser (the beer, not the stock) one year ago, drank all the beer, then turned in the cans for the 10-cent deposit, you would have $214.00. Based on the above, my current investment advice is to drink heavily and recycle. This is my new retirement program, I call it my 401-Keg program. ",1
221," Famous Last Words

""Oh come on, nobody's died from this in years.""

""I saw it on Jackass last night.""

""My dad did it when he was a kid.""

""Yes, I'm sure that the power is off.""

""It'll only hurt for a couple of days.""

""See, I'm not afraid of heights."" ",1
1004,"After an afternoon of soul searching in the mountains he decides to honor his deadline, and plans to spend his final week in Hollywood visiting friends to tell them he's leaving for good and that he'll have a going away party to cap it all off. With a couple days left before his going away party and tension mounting, Matt visits his eclectic mix of friends and people who have affected him over the years. Despite intending to tell them he's quitting the business, he chickens out, not quite being able to bring himself to tell them. On the night of the going away party he starts to think he's been stood up by everyone he thought he cared about and thought cared about him. But finally Dylan shows, then Robert, Amanda, JR - even Mylo, which means a great deal to Matt - and before long all the people he's visited over the past week are at the party. Amid drinks and music each friend stands up and gives their ""goodbye Matt"" speeches, making it clear that even though Matt's leaving he'll never be forgotten; he may be giving up on his dreams but he's been a good friend and helped a lot of people.",0
978,"When D'wana and Baby D get to the door to find out it's locked, they bang on it demanding entrance. When allowed entrance by Craig. D'wana instantly ask for Day-Day and when denied, she pretends to be looking for a CD. Day-Day is then spotted by D'wana, who said that she needed to go to the bathroom and gets chased out of the back entrance by Baby D and D'wana. The guys later make it back into the store to relax and talk about what's been going on lately. While the fellas are inside the record store, D'wana and Baby D are still outside and still harass Day-Day by throwing a brick through the windshield of his BMW.",0
316,"1 immediately declares 2 as dead, but 9, having seen the condemned factory where the Cat-Beast took him, decides to rescue him. 9 and 5 venture to the factory where they find 2. The Cat-Beast attacks the trio, but are saved by the warrior 7 (Jennifer Connelly). 9, drawn by curiosity, connects the talisman to the derelict Fabrication Machine, reviving it, and it subsequently kills 2 by sucking out his soul. 9, 5, and 7 manage to escape the factory. 7 takes 9 and 5 to an abandoned library, where the silent scholar twins, 3 and 4, show 9 the Fabrication Machine's origins.",0
384,"Determined to reform her high school students, Gruwell takes on two part-time jobs to pay for more books and spends a lot more time at school, much to the disappointment of her husband (Patrick Dempsey). Her students start to behave with respect and discover a lot more. A transformation is specifically visible in one student, Marcus (Jason Finn). Gruwell invites various Jewish Holocaust survivors to talk with her class about their experiences and requires the students to attend a field trip to the Museum of Tolerance. Meanwhile, her unique training methods are scorned by her colleagues and department chair Margaret Campbell (Imelda Staunton). The following school year comes, and Gruwell teaches her class (now sophomores) again, making it the second year that she is their teacher.",0
634," A Japanese doctor says, ""Medicine in our country is so advanced that we can take a kidney out of one man, put it in another, and have him out looking for work in six weeks.""

A German doctor says, ""That is nothing. We can take a lung out of one person, put it in another, and have him out looking for work in four weeks.""

A British doctor says, ""In my country medicine is so advanced that we can take half a heart out of one person, put it in another, and have both of them out looking for work in four weeks.""

The Canadian doctor, not to be outdone, interjected, ""You guys are way behind. We took a woman with no brains, sent her to Michigan where she became Governor, and now half the state is out looking for work."" ",1
975," A pipe burst in a doctor's house. He called a plumber. The plumber arrived unpacked his tools did mysterious plumber-type things for a while and handed the doctor a bill for $600. The doctor exclaimed ""This is ridiculous! I don't even make that much as a doctor!."" The plumber quietly answered ""Neither did I when I was a doctor."" ",1
153,"One day, Man turns up at the house, asking for a room. Him readily agrees, and Mother reluctantly follows suit. During his stay, Man suffers coughing fits and Mother observes an open wound in his side. Soon Man's wife, Woman, also arrives to stay. Mother is increasingly frustrated with her guests, but Him begs her to let them stay, telling Mother they are fans of his work and Man is dying. However, when Man and Woman accidentally shatter the crystal object, which Him had forbidden them to touch, Mother kicks them out and Him boards up his study.",0
998,"She quit the play because she thought the play wouldn't be ""the best ever."" Her mother says that she worries about Jessica having this attitude towards life, and that sometimes she thinks back to that night and thinks that if Jessica went on, maybe it wouldn't have been the best, but it might have been pretty good—and who knows, maybe it would have been the best ever. She then tells Jessica that she thinks Helen ""is a very nice girl."" This acceptance on her mother's part gives Jessica the confidence to come out in the open with her relationship with Helen, and invites her as her guest to her brother's wedding. Helen quickly becomes popular with the other women at the reception, who don't seem to mind at all her lesbian relationship with Jessica. At the same time, Jessica gets a love confession from her ex-beau and current boss Josh, who declares he's had feelings for her for a long time.",0
484," Here's a chain mail I recieved.
Hi there,   



Thought For The Day 




""Good looks catch the eye but a GOOD personality catches the heart. You're blessed with both!"" 

  


Don't be flattered,
this message was sent to ME! 

I just wanted YOU to read it. 














  




PASS IT ON. ",1
407,"In 1969, a mass murder occurs in which a man kills people on his block. As he shoots the neighbors, he continuously asks if anyone spoke about ""the name"" which cannot be said. He also repeats the same thing over and over: ""Don't say it, don't think it; don't think it, don't say it."" In present day, Elliot, his girlfriend Sasha, and best friend John move into an off-campus house not far from their college. Soon, mysterious things start to happen, such as Sasha developing a strange cough and Elliot finding coins in a nightstand that continually reappear. Elliot also finds writing consisting of ""don't think it, don't say it"", and a name: the Bye Bye Man.",0
1078," There is a story about a monastery in Europe  perched high on a cliff several hundred feet in the air. The only way to reach the monastery was to be suspended in a basket  which was pulled to the top by several monks who pulled and tugged with  all their strength. Obviously the ride up the steep cliff in that basket was terrifying. One tourist got exceedingly nervous about half-way up as he noticed that the rope by which he was suspended was old and frayed. With a trembling voice he asked the monk who was riding with him in the basket how often they changed the rope. The monk thought for a moment and answered brusquely ""Whenever it breaks."" ",1
767,"Disappointed, he stumbles upon an ad for an underground air-drumming place about forty miles south of them just across the border in Mexico. The boy lends him his dirt bike to get there, but he ends up losing it while there. He joins in, playing a Rush song without sitting down, which makes him nearly pass out. When the police raid the place, he ducks everyone and gets away. Before heading back, he is given an invitation to join a group of air-drummers in Newark, New Jersey, so armed with his music and cereal, he hitchhikes his way to Newark. Once he gets there, he meets the crew, headed by Carlos, a former drummer who now has hooks in place of both of his hands (it is never explained why), and he is given a job and a place to crash at a local Chinese restaurant owned by Michael Fong (Ling).",0
918," There's a brunette standing in the middle of a street jumping up and down counting ""57 57 57."" A blonde  walks up to her and decides that this game could be fun. She asks the  brunette if she can play too and the brunette says ""Sure."" So the two  jump up and down counting ""57 57 57."" Suddenly the brunette jumps onto the curb and the blonde gets hit by a truck. The brunette goes back into the street and starts jumping again counting ""58 58 58."" ",1
302,"Hiding in a safe house, John finds out that his son is a CIA officer and has been on an undercover operation for the past three years. Jack's partner, Collins, demands the file's location from Komarov so that the CIA can bring Chagarin down. Komarov eventually agrees on condition that he and his daughter are given safe passage out of Russia. Collins is eventually shot and killed while the McClanes and Komarov come under heavy gunfire from Chagarin's men, but they escape. They make their way to a hotel in the city to fetch the key to the vault containing the file. There they meet up with Komarov's daughter, Irina, as earlier planned.",0
297,"O2 knows she is the one who marked him for the carjacking, and he forces her to help him retrieve Junior. The two steal a car (a 1996 Impala SS sedan) and Coco's boyfriend savagely beats her. Upon hitting a woman O2 pistol whips him with his gun before the two retreat to Lucky's home. Lucky, Otis' unreliable cousin who works for Big Meat, the leader of the Outlaw Syndicate, offers to help. After a few hours, Lucky comes back with some bad news: Meat has Junior and demands that O2 deliver $100,000 by midnight the next night, or Junior will die. Meat was once O2's partner and thinks O2 still has the $100,000 they made off their last job together.",0
627," At a wedding, the D.J. polled the guests to see who had been married the longest.

The winners were then asked, ""What advice do you have for the newlyweds?""

The wife quickly responded, ""The three most important words in a marriage are 'You're probably right'."" Everyone then looked at the husband.

He said, ""Yeah, she's probably right!"" ",1
589," As the Broadway showgirls were dressing for a performance, one of them noticed her friend was no longer sporting a flashy engagement ring. ""What happened, Lily?"" she asked, pointing to the bare finger. ""The wedding off?""

""Yeah,"" Lily admitted. ""I saw him in a bathing suit last week, and he looked so different without his wallet."" ",1
